Number of clicks on similar products,Number of similar products purchased so far,Average rating given to similar products,Gender,Median purchasing price (in rupees),Rating of the product,Brand of the product,Customer review sentiment score (overall),Price of the product,Holiday,Season,Geographical locations,Probability for the product to be recommended to the person,Product ID,Category,Age of Customer,Purchase Frequency (Monthly),Preferred Payment Method,Return History,Customer Loyalty Score,Active Promotional Campaign,Nombre del producto
29,16,4.5,non-binary,2572,3.5,Sony,0.96,4593,Yes,spring,mountains,0.55,P08960,Beauty,20.0,16.0,Card,2.0,8.09,No,Super Sony Perfume
2,8,4.9,female,4870,3.6,Lee,-0.79,2956,Yes,spring,plains,0.76,P08961,Beauty,38.0,4.0,Cash,1.0,8.05,No,Ultra Lee Shampoo
20,12,4.2,male,4963,3.7,Sony,0.55,4329,No,summer,urban,0.69,P08962,Sports,50.0,9.0,Online,8.0,4.75,No,Eco Sony Ball
41,6,2.4,female,2102,4.7,Adidas,0.88,1176,Yes,summer,coastal,0.35,P08963,Sports,35.0,1.0,Cash,4.0,1.03,No,Smart Adidas Shoes
39,13,2.9,male,644,3.1,PUMA,-0.03,271,Yes,summer,urban,0.26,P08964,Clothing,66.0,5.0,Online,0.0,7.27,No,Eco PUMA Jeans
34,10,1.2,male,2757,4.6,Apple,0.97,2991,Yes,spring,mountains,0.35,P08965,Beauty,44.0,18.0,Cash,4.0,9.66,No,Luxury Apple Lipstick
46,13,3.7,female,1869,1.0,Sony,0.55,3141,Yes,monsoon,plains,0.44,P08966,Health,53.0,12.0,Card,8.0,8.7,No,Ultra Sony Supplements
23,15,2.2,non-binary,2157,3.3,Nike,-0.71,1251,No,spring,plains,0.37,P08967,Food,63.0,10.0,Online,5.0,7.8,Yes,Luxury Nike Juice
25,5,1.6,non-binary,388,5.0,PUMA,-0.1,716,Yes,spring,urban,0.01,P08968,Health,19.0,13.0,Card,0.0,3.96,Yes,Smart PUMA Bandage
15,14,2.2,non-binary,1425,1.6,Apple,0.48,4463,No,winter,plains,0.94,P08969,Sports,48.0,10.0,Cash,6.0,5.46,Yes,Super Apple Ball
14,5,4.5,male,976,3.6,PUMA,-0.53,1408,Yes,spring,urban,0.43,P08970,Health,46.0,14.0,Online,9.0,6.17,No,Pro PUMA Bandage
27,3,3.5,non-binary,1360,4.7,Lee,0.26,3450,No,winter,urban,0.08,P08971,Clothing,34.0,8.0,Online,3.0,6.62,Yes,Luxury Lee Sneakers
29,3,3.0,male,4296,4.5,Lee,-0.79,3443,Yes,summer,coastal,0.31,P08972,Furniture,39.0,13.0,Cash,4.0,6.25,Yes,Mega Lee Chair
44,7,1.8,female,3998,3.1,Apple,-0.05,4664,Yes,spring,urban,0.28,P08973,Food,21.0,16.0,Card,2.0,2.55,Yes,Smart Apple Cereal
16,6,1.8,non-binary,3914,4.5,Apple,0.19,1030,No,spring,plains,0.36,P08974,Sports,23.0,2.0,Online,3.0,7.63,Yes,Mega Apple Shoes
5,8,4.5,male,868,3.0,Nike,0.07,1064,Yes,winter,mountains,0.52,P08975,Health,63.0,8.0,Card,6.0,1.09,No,Luxury Nike Supplements
2,1,1.3,male,1974,4.6,Samsung,0.87,2993,No,monsoon,mountains,0.85,P08976,Food,63.0,11.0,Card,2.0,7.15,Yes,Ultra Samsung Juice
17,9,1.5,male,217,2.3,Adidas,0.49,3395,No,spring,urban,0.57,P08977,Electronics,54.0,18.0,Online,1.0,7.02,No,Pro Adidas Smartwatch
7,14,4.7,non-binary,1832,3.3,Nike,0.93,3109,No,winter,coastal,0.74,P08978,Food,47.0,1.0,Online,2.0,6.85,Yes,Pro Nike Meal
47,6,4.5,female,4406,1.1,PUMA,-0.9,159,Yes,winter,plains,0.37,P08979,Sports,59.0,18.0,Cash,4.0,4.01,Yes,Super PUMA Bicycle
42,9,2.3,non-binary,1086,4.8,Samsung,-0.66,4858,Yes,winter,mountains,0.01,P08980,Beauty,31.0,4.0,Card,2.0,5.61,No,Super Samsung Lipstick
12,0,5.0,female,4357,3.8,Nike,0.35,1580,Yes,summer,coastal,0.96,P08981,Food,30.0,2.0,Online,5.0,1.98,No,Smart Nike Snack
33,1,2.9,male,1414,3.3,Lee,0.52,4930,Yes,winter,plains,0.42,P08982,Sports,59.0,19.0,Card,0.0,1.96,Yes,Pro Lee Ball
44,18,2.6,male,2006,2.0,Adidas,0.4,4099,No,monsoon,plains,0.43,P08983,Electronics,67.0,10.0,Cash,2.0,9.72,Yes,Pro Adidas Headphones
32,13,2.9,male,198,4.2,Lee,0.91,3635,Yes,summer,plains,0.97,P08984,Health,24.0,10.0,Card,0.0,0.47,Yes,Ultra Lee Medicine
16,8,2.8,non-binary,3953,2.6,Apple,-0.76,2655,Yes,spring,plains,0.44,P08985,Clothing,29.0,19.0,Cash,4.0,6.26,No,Smart Apple T-Shirt
13,13,3.3,female,1914,2.0,PUMA,0.89,2970,Yes,spring,plains,0.05,P08986,Furniture,19.0,8.0,Card,9.0,0.07,No,Ultra PUMA Chair
45,7,2.4,non-binary,754,3.2,Samsung,0.96,4030,Yes,monsoon,coastal,0.05,P08987,Clothing,25.0,1.0,Card,5.0,2.25,Yes,Super Samsung Sneakers
11,0,3.7,non-binary,3618,2.4,Samsung,-0.03,3480,No,spring,plains,0.06,P08988,Food,37.0,10.0,Online,3.0,8.65,No,Smart Samsung Juice
38,0,3.1,non-binary,238,4.5,Apple,0.03,3284,Yes,spring,plains,0.78,P08989,Electronics,68.0,19.0,Card,8.0,0.86,No,Eco Apple Headphones
1,11,2.5,male,4759,4.2,Nike,0.37,210,No,summer,urban,0.28,P08990,Health,31.0,1.0,Online,8.0,4.91,Yes,Smart Nike Bandage
44,3,3.4,male,2299,1.2,Nike,0.96,2018,No,summer,urban,0.3,P08991,Beauty,66.0,9.0,Online,1.0,4.16,No,Smart Nike Cream
8,15,2.7,non-binary,4165,4.9,Adidas,0.63,401,No,winter,mountains,0.64,P08992,Food,29.0,4.0,Online,1.0,8.06,Yes,Super Adidas Meal
31,10,2.1,non-binary,2873,1.5,Samsung,0.84,2819,No,monsoon,mountains,0.77,P08993,Furniture,28.0,4.0,Online,6.0,7.38,No,Smart Samsung Chair
42,4,3.1,non-binary,589,4.9,Samsung,0.61,1054,Yes,winter,coastal,0.94,P08994,Sports,29.0,18.0,Online,0.0,3.21,Yes,Super Samsung Bicycle
17,7,4.9,male,1455,3.9,Apple,0.26,4514,Yes,spring,mountains,0.05,P08995,Furniture,59.0,6.0,Cash,9.0,4.19,Yes,Mega Apple Chair
6,13,3.0,female,3607,4.1,Adidas,0.03,3572,Yes,winter,coastal,0.38,P08996,Furniture,31.0,4.0,Online,5.0,9.25,Yes,Luxury Adidas Table
36,0,2.9,male,3111,4.8,Lee,-0.99,145,No,summer,urban,0.59,P08997,Electronics,54.0,9.0,Online,6.0,8.49,Yes,Super Lee Laptop
49,9,1.7,male,3710,3.9,Adidas,0.54,4465,Yes,spring,urban,0.85,P08998,Food,27.0,12.0,Card,7.0,0.93,Yes,Eco Adidas Snack
25,12,3.6,female,441,3.9,Lee,0.63,1370,Yes,winter,urban,0.76,P08999,Food,48.0,12.0,Online,5.0,8.63,Yes,Mega Lee Candy
25,1,4.0,male,4111,2.2,Samsung,-0.81,4521,Yes,winter,urban,0.54,P09000,Health,65.0,12.0,Online,4.0,1.54,Yes,Super Samsung Mask
30,5,4.1,male,1042,1.7,Adidas,-0.22,3355,No,monsoon,coastal,0.32,P09001,Food,67.0,10.0,Cash,4.0,6.47,No,Smart Adidas Cereal
24,14,3.8,non-binary,1769,1.5,PUMA,0.74,1051,No,summer,coastal,0.49,P09002,Beauty,37.0,10.0,Card,2.0,4.74,Yes,Super PUMA Lipstick
42,10,4.0,non-binary,4987,4.8,Sony,0.31,4158,No,summer,coastal,0.99,P09003,Food,23.0,13.0,Cash,0.0,6.09,Yes,Pro Sony Snack
30,17,4.4,male,4073,4.2,Adidas,0.16,4649,Yes,winter,urban,0.64,P09004,Clothing,40.0,12.0,Card,2.0,5.72,Yes,Luxury Adidas T-Shirt
33,3,4.3,non-binary,882,2.0,Samsung,-0.26,4974,Yes,summer,plains,0.88,P09005,Health,43.0,4.0,Card,4.0,6.39,No,Pro Samsung Vitamin
34,6,4.2,female,4115,4.5,Apple,-0.49,2955,No,spring,urban,0.07,P09006,Furniture,27.0,16.0,Card,9.0,8.72,Yes,Smart Apple Table
37,3,2.1,female,4488,2.5,Nike,0.28,211,No,spring,mountains,0.88,P09007,Health,37.0,2.0,Card,0.0,9.24,Yes,Super Nike Vitamin
4,2,3.1,non-binary,4666,4.7,Samsung,-0.11,924,No,monsoon,plains,0.11,P09008,Health,24.0,5.0,Card,2.0,4.07,No,Mega Samsung Medicine
35,13,3.1,male,4395,1.3,PUMA,0.18,195,No,spring,mountains,0.14,P09009,Sports,68.0,12.0,Online,0.0,2.51,Yes,Luxury PUMA Bicycle
12,0,2.6,male,3399,4.8,Samsung,0.14,2630,Yes,summer,plains,0.91,P09010,Health,38.0,18.0,Online,3.0,5.8,No,Mega Samsung Vitamin
26,3,4.8,male,2636,3.9,Sony,-0.7,693,Yes,spring,coastal,0.62,P09011,Sports,26.0,16.0,Cash,8.0,9.82,Yes,Super Sony Racket
35,14,3.6,male,2418,1.8,Lee,0.44,4781,Yes,monsoon,urban,0.26,P09012,Health,64.0,5.0,Cash,8.0,7.15,Yes,Eco Lee Bandage
21,5,2.6,male,999,1.7,Apple,-0.43,4552,No,spring,plains,0.15,P09013,Beauty,46.0,5.0,Online,4.0,0.43,No,Eco Apple Lipstick
36,9,2.0,female,2159,2.0,PUMA,-0.77,672,Yes,summer,plains,0.11,P09014,Furniture,36.0,19.0,Card,5.0,5.67,No,Super PUMA Table
2,15,2.0,male,2168,1.7,PUMA,0.24,895,Yes,winter,urban,0.85,P09015,Health,52.0,17.0,Online,0.0,5.13,No,Mega PUMA Vitamin
11,18,3.9,non-binary,3950,4.9,Adidas,0.9,305,No,summer,urban,0.2,P09016,Clothing,54.0,5.0,Card,6.0,8.86,Yes,Luxury Adidas Jacket
39,1,1.5,female,3464,3.9,Samsung,0.14,4186,Yes,winter,plains,0.8,P09017,Food,57.0,7.0,Cash,5.0,8.65,No,Luxury Samsung Candy
18,19,1.4,female,1384,3.9,Nike,-0.27,3791,Yes,monsoon,mountains,0.32,P09018,Clothing,19.0,3.0,Card,6.0,0.03,Yes,Mega Nike Jacket
45,11,3.2,non-binary,2344,2.8,PUMA,-0.28,1231,No,winter,urban,0.9,P09019,Food,47.0,2.0,Cash,2.0,2.34,No,Luxury PUMA Cereal
32,3,4.6,non-binary,881,4.7,PUMA,-0.51,2590,No,monsoon,urban,0.05,P09020,Furniture,53.0,19.0,Cash,3.0,1.9,Yes,Super PUMA Chair
37,17,1.3,non-binary,3756,1.5,PUMA,-0.57,1422,Yes,winter,mountains,0.66,P09021,Sports,21.0,17.0,Online,1.0,6.82,Yes,Pro PUMA Gloves
31,13,2.4,male,713,4.8,Adidas,-0.97,100,Yes,spring,mountains,0.77,P09022,Furniture,27.0,4.0,Cash,2.0,9.99,Yes,Mega Adidas Chair
0,0,1.7,male,3330,2.8,Apple,-0.4,1313,Yes,summer,urban,0.52,P09023,Clothing,66.0,13.0,Card,1.0,3.2,No,Smart Apple Sneakers
13,8,2.8,male,268,4.4,Sony,0.2,3019,Yes,spring,urban,0.96,P09024,Furniture,65.0,18.0,Card,3.0,6.67,No,Super Sony Sofa
45,3,2.3,female,460,4.4,PUMA,0.08,3489,Yes,summer,urban,0.62,P09025,Clothing,53.0,12.0,Online,7.0,0.39,No,Eco PUMA T-Shirt
34,9,2.5,non-binary,1805,3.1,Apple,-0.53,1728,No,winter,plains,0.04,P09026,Health,43.0,19.0,Cash,4.0,7.13,No,Ultra Apple Supplements
17,0,2.7,male,2406,4.1,Lee,0.86,701,No,spring,mountains,0.01,P09027,Electronics,39.0,17.0,Cash,8.0,5.29,No,Smart Lee Headphones
2,19,4.3,female,1137,2.1,Sony,0.73,380,Yes,winter,urban,0.75,P09028,Food,40.0,4.0,Card,9.0,3.25,No,Super Sony Meal
14,2,4.4,female,848,3.8,Adidas,-0.91,2535,Yes,winter,plains,0.6,P09029,Sports,40.0,10.0,Cash,4.0,1.56,Yes,Mega Adidas Racket
1,9,2.0,non-binary,2410,3.1,Samsung,-0.17,2264,Yes,monsoon,urban,0.47,P09030,Health,48.0,7.0,Cash,0.0,9.54,Yes,Smart Samsung Mask
38,0,4.5,female,700,1.0,Apple,-0.08,804,Yes,spring,coastal,0.81,P09031,Furniture,25.0,4.0,Online,8.0,9.93,No,Eco Apple Bed
36,13,2.3,non-binary,3133,2.9,Sony,-0.58,4739,Yes,monsoon,plains,0.43,P09032,Clothing,52.0,16.0,Card,1.0,2.2,Yes,Mega Sony Cap
14,18,4.3,non-binary,2531,2.2,Samsung,0.06,1518,No,summer,urban,0.36,P09033,Electronics,52.0,4.0,Online,7.0,2.9,Yes,Ultra Samsung Phone
43,1,2.4,non-binary,4886,1.6,Nike,-0.31,3860,Yes,monsoon,plains,0.67,P09034,Beauty,57.0,18.0,Online,2.0,0.34,Yes,Pro Nike Perfume
17,11,5.0,female,1770,1.8,Sony,0.12,3683,No,summer,mountains,0.89,P09035,Beauty,22.0,13.0,Cash,6.0,4.98,No,Luxury Sony Perfume
30,7,4.6,non-binary,3506,2.0,Apple,0.13,4058,Yes,spring,plains,0.47,P09036,Clothing,51.0,17.0,Online,2.0,6.29,Yes,Eco Apple Cap
21,17,3.6,non-binary,2041,2.1,Adidas,0.02,3270,No,winter,coastal,0.68,P09037,Beauty,23.0,9.0,Cash,0.0,4.65,No,Eco Adidas Perfume
29,8,1.7,male,2844,5.0,Apple,-0.64,1421,Yes,winter,plains,0.16,P09038,Furniture,58.0,8.0,Cash,4.0,8.8,Yes,Mega Apple Sofa
49,3,2.0,female,1455,2.5,Lee,-0.21,1752,No,winter,mountains,0.47,P09039,Furniture,23.0,7.0,Card,0.0,1.09,No,Eco Lee Chair
20,17,1.3,non-binary,4365,2.0,Sony,0.42,505,No,summer,coastal,0.51,P09040,Beauty,43.0,5.0,Cash,0.0,6.01,No,Mega Sony Cream
14,5,4.7,female,2371,2.6,Nike,0.85,2400,No,spring,coastal,0.78,P09041,Sports,69.0,2.0,Cash,0.0,0.1,Yes,Eco Nike Shoes
42,4,3.1,male,2338,1.9,PUMA,-0.88,2010,No,spring,mountains,0.46,P09042,Furniture,22.0,2.0,Card,8.0,0.59,No,Super PUMA Bed
7,6,4.2,male,2179,4.1,Nike,0.1,3668,No,winter,mountains,0.93,P09043,Food,65.0,1.0,Online,3.0,0.09,No,Super Nike Juice
30,18,4.2,female,1197,4.8,Sony,-0.05,4934,Yes,summer,mountains,0.74,P09044,Beauty,19.0,6.0,Online,9.0,9.62,Yes,Super Sony Cream
5,19,4.9,male,3722,1.8,Nike,0.06,4078,No,monsoon,coastal,0.63,P09045,Electronics,45.0,3.0,Card,5.0,8.78,Yes,Mega Nike Headphones
5,7,2.6,female,332,2.0,Nike,-0.17,2631,Yes,spring,plains,0.77,P09046,Beauty,33.0,3.0,Card,5.0,7.73,No,Smart Nike Lipstick
9,18,1.3,female,2407,2.0,Apple,-0.42,2565,Yes,spring,urban,0.28,P09047,Electronics,65.0,10.0,Cash,0.0,9.82,No,Super Apple Smartwatch
32,6,2.1,male,1796,1.9,Adidas,0.64,837,No,summer,mountains,0.14,P09048,Furniture,34.0,13.0,Cash,8.0,4.21,No,Luxury Adidas Shelf
33,16,2.1,non-binary,175,2.5,Nike,-0.7,4541,No,summer,plains,0.33,P09049,Clothing,67.0,12.0,Card,1.0,2.51,No,Pro Nike Cap
9,10,1.5,non-binary,4484,3.8,Adidas,0.01,4602,Yes,winter,plains,0.16,P09050,Food,18.0,18.0,Card,1.0,9.9,Yes,Smart Adidas Juice
34,8,4.0,male,4224,2.4,Sony,0.75,1499,Yes,summer,plains,0.38,P09051,Clothing,30.0,17.0,Online,7.0,7.46,No,Super Sony Jeans
4,0,2.2,female,4755,3.4,Lee,0.93,4783,No,summer,plains,0.31,P09052,Sports,65.0,3.0,Cash,2.0,3.88,Yes,Super Lee Bicycle
28,18,1.9,male,252,2.3,PUMA,-0.39,488,Yes,spring,mountains,0.29,P09053,Electronics,38.0,7.0,Online,6.0,2.5,Yes,Pro PUMA Phone
26,18,1.2,male,2537,2.5,Nike,0.12,3193,Yes,monsoon,coastal,0.95,P09054,Furniture,26.0,3.0,Card,1.0,6.0,Yes,Super Nike Shelf
17,3,2.3,male,4697,2.7,Adidas,0.97,1289,No,monsoon,urban,0.45,P09055,Food,68.0,8.0,Card,3.0,2.93,Yes,Smart Adidas Juice
29,13,2.7,female,624,2.8,Samsung,0.39,1579,Yes,monsoon,mountains,0.32,P09056,Furniture,57.0,8.0,Cash,9.0,9.16,No,Ultra Samsung Bed
47,15,3.4,male,4389,2.3,Apple,0.04,3031,Yes,winter,plains,0.66,P09057,Beauty,64.0,10.0,Card,7.0,5.08,Yes,Pro Apple Lipstick
2,0,1.1,male,3885,4.4,Samsung,0.51,366,Yes,winter,mountains,0.71,P09058,Electronics,55.0,19.0,Cash,3.0,2.15,Yes,Smart Samsung Laptop
36,13,4.6,non-binary,1616,4.5,Apple,0.12,2057,No,winter,urban,0.98,P09059,Sports,54.0,14.0,Online,8.0,0.36,No,Luxury Apple Ball
25,7,4.3,male,4566,4.3,Sony,-0.05,3109,No,winter,plains,0.79,P09060,Food,18.0,12.0,Card,3.0,1.09,Yes,Luxury Sony Cereal
40,14,3.2,female,276,1.9,Apple,-0.46,1736,Yes,spring,urban,0.08,P09061,Furniture,19.0,4.0,Online,7.0,7.47,No,Eco Apple Bed
28,13,2.9,male,4576,3.6,Nike,-0.81,4097,Yes,monsoon,coastal,0.05,P09062,Health,49.0,1.0,Card,4.0,7.66,No,Pro Nike Supplements
37,5,4.7,non-binary,3336,3.9,Samsung,-0.93,1650,Yes,monsoon,plains,0.15,P09063,Health,37.0,5.0,Cash,6.0,5.7,Yes,Mega Samsung Mask
8,15,1.2,male,4631,3.9,PUMA,-0.03,4952,No,summer,mountains,0.56,P09064,Health,24.0,7.0,Online,1.0,5.4,Yes,Pro PUMA Vitamin
41,9,3.6,non-binary,376,1.1,Apple,-0.83,588,Yes,winter,plains,0.31,P09065,Sports,27.0,18.0,Cash,8.0,4.3,No,Super Apple Shoes
31,2,3.3,non-binary,3461,3.4,Nike,-0.34,215,Yes,summer,coastal,0.29,P09066,Electronics,27.0,12.0,Online,4.0,4.08,Yes,Eco Nike Tablet
18,15,4.8,non-binary,3187,1.7,Apple,-0.52,3453,Yes,summer,plains,0.6,P09067,Sports,37.0,3.0,Cash,4.0,4.75,Yes,Eco Apple Racket
39,0,2.2,male,4393,2.2,PUMA,0.55,2492,No,monsoon,plains,0.46,P09068,Beauty,25.0,18.0,Card,0.0,9.46,Yes,Ultra PUMA Lipstick
9,7,1.9,non-binary,3732,1.6,Adidas,0.87,4291,No,summer,coastal,0.65,P09069,Clothing,66.0,4.0,Cash,0.0,6.88,Yes,Super Adidas Cap
11,11,2.6,female,2352,2.4,Nike,-0.56,852,No,summer,urban,0.28,P09070,Beauty,36.0,17.0,Online,8.0,0.12,No,Pro Nike Lipstick
34,7,4.3,non-binary,991,2.5,Adidas,-0.27,4194,Yes,winter,mountains,0.71,P09071,Beauty,53.0,14.0,Card,4.0,1.12,Yes,Mega Adidas Perfume
36,17,3.4,male,1786,2.2,Adidas,0.46,2049,Yes,spring,coastal,0.28,P09072,Furniture,66.0,15.0,Cash,2.0,1.47,No,Luxury Adidas Sofa
15,13,2.5,male,4183,1.4,Nike,0.38,777,No,winter,urban,0.45,P09073,Health,63.0,12.0,Online,9.0,0.05,No,Mega Nike Medicine
10,6,4.8,non-binary,4547,2.1,Apple,0.76,2808,No,spring,mountains,0.56,P09074,Clothing,23.0,4.0,Card,2.0,1.95,No,Luxury Apple Jacket
39,13,1.2,female,4073,3.9,Samsung,-0.39,1812,No,winter,plains,0.8,P09075,Furniture,41.0,2.0,Online,2.0,3.03,Yes,Super Samsung Bed
2,19,2.9,male,1890,1.4,PUMA,0.88,4172,Yes,summer,urban,0.86,P09076,Electronics,19.0,8.0,Online,3.0,3.68,No,Smart PUMA Headphones
9,4,4.6,male,1750,3.4,Sony,0.24,2079,Yes,summer,plains,0.63,P09077,Health,47.0,4.0,Cash,3.0,9.53,Yes,Super Sony Medicine
33,16,2.7,non-binary,4988,2.2,Nike,-0.18,1294,No,monsoon,mountains,0.75,P09078,Furniture,18.0,13.0,Cash,2.0,3.33,No,Eco Nike Chair
3,13,1.7,non-binary,3124,1.8,Samsung,-0.22,3569,No,winter,urban,0.62,P09079,Food,35.0,10.0,Card,1.0,4.37,Yes,Pro Samsung Candy
38,15,4.1,non-binary,4028,4.9,Lee,0.56,3206,Yes,winter,coastal,0.89,P09080,Electronics,23.0,6.0,Cash,0.0,6.78,No,Mega Lee Tablet
2,8,4.3,non-binary,3644,4.4,Sony,0.78,3989,No,winter,plains,0.12,P09081,Health,24.0,14.0,Card,9.0,9.12,Yes,Mega Sony Vitamin
22,5,3.0,female,4289,1.3,Samsung,0.38,2166,Yes,spring,urban,0.83,P09082,Furniture,19.0,8.0,Card,8.0,3.24,No,Ultra Samsung Table
39,16,3.6,male,2678,1.1,Lee,-0.14,4048,No,winter,coastal,0.57,P09083,Electronics,61.0,2.0,Card,0.0,4.91,No,Pro Lee Smartwatch
36,4,3.5,non-binary,1567,2.9,Sony,-0.91,4657,No,spring,mountains,0.89,P09084,Clothing,23.0,17.0,Card,2.0,8.13,Yes,Eco Sony Cap
21,8,4.1,male,707,3.1,Nike,-0.44,2242,No,summer,plains,0.56,P09085,Electronics,65.0,11.0,Cash,7.0,8.27,No,Smart Nike Laptop
36,18,2.1,female,1823,2.5,Samsung,-0.97,4419,No,monsoon,coastal,0.87,P09086,Clothing,33.0,11.0,Card,7.0,1.03,Yes,Mega Samsung Jeans
33,17,1.8,male,4624,3.0,Lee,-0.46,783,Yes,spring,plains,0.84,P09087,Food,29.0,14.0,Cash,9.0,9.32,No,Luxury Lee Cereal
17,16,1.6,non-binary,2959,2.9,Adidas,0.84,1123,Yes,spring,mountains,0.1,P09088,Food,23.0,10.0,Online,6.0,2.77,Yes,Eco Adidas Meal
13,15,1.7,male,2186,1.2,Adidas,0.43,368,No,summer,mountains,0.9,P09089,Furniture,28.0,13.0,Cash,0.0,0.28,Yes,Smart Adidas Bed
22,15,2.9,male,3423,3.2,Samsung,0.06,3956,No,spring,mountains,0.78,P09090,Sports,31.0,1.0,Cash,8.0,2.16,Yes,Pro Samsung Bicycle
8,6,4.3,non-binary,2701,3.2,Sony,-0.77,214,Yes,summer,plains,0.45,P09091,Food,25.0,12.0,Online,8.0,5.2,No,Mega Sony Juice
8,13,5.0,female,3023,4.0,Samsung,0.3,3135,Yes,spring,urban,0.22,P09092,Furniture,61.0,19.0,Online,3.0,8.51,No,Smart Samsung Sofa
0,10,4.6,non-binary,3323,2.8,PUMA,0.79,1290,No,spring,mountains,0.77,P09093,Clothing,53.0,9.0,Online,8.0,5.65,Yes,Ultra PUMA T-Shirt
10,15,4.5,non-binary,4752,3.5,PUMA,0.04,506,No,summer,urban,0.6,P09094,Food,40.0,19.0,Cash,7.0,6.02,Yes,Ultra PUMA Snack
28,5,2.6,female,3611,2.5,Lee,-0.07,3936,Yes,spring,coastal,0.46,P09095,Clothing,58.0,8.0,Card,2.0,9.88,Yes,Pro Lee Sneakers
13,15,1.0,female,4344,2.2,Nike,0.28,3971,Yes,monsoon,urban,0.23,P09096,Health,62.0,6.0,Card,1.0,3.36,No,Smart Nike Medicine
3,0,1.5,non-binary,858,1.9,Apple,-0.79,1075,No,winter,mountains,0.44,P09097,Clothing,31.0,14.0,Online,6.0,9.73,Yes,Ultra Apple Jeans
22,15,3.0,male,3862,4.8,Samsung,0.39,1394,No,monsoon,plains,0.24,P09098,Sports,46.0,1.0,Cash,0.0,0.43,No,Ultra Samsung Shoes
8,17,1.1,male,4612,1.3,Sony,0.18,4692,Yes,winter,urban,0.45,P09099,Clothing,30.0,5.0,Online,7.0,4.7,No,Eco Sony Cap
3,2,2.3,non-binary,2450,4.2,Samsung,0.87,3202,No,monsoon,plains,0.92,P09100,Electronics,24.0,16.0,Online,3.0,2.51,No,Pro Samsung Tablet
5,2,4.5,non-binary,2410,2.4,PUMA,0.39,2660,Yes,summer,coastal,0.46,P09101,Beauty,45.0,12.0,Online,7.0,7.62,No,Mega PUMA Cream
37,7,1.1,female,3195,2.3,PUMA,-0.96,3351,Yes,monsoon,plains,0.38,P09102,Food,18.0,13.0,Cash,7.0,3.59,No,Super PUMA Meal
28,19,2.5,female,2397,2.7,PUMA,0.3,4716,No,winter,plains,0.06,P09103,Beauty,37.0,8.0,Cash,8.0,5.79,Yes,Eco PUMA Lotion
22,7,1.9,female,2785,1.6,PUMA,0.4,3393,Yes,summer,urban,0.77,P09104,Beauty,55.0,15.0,Cash,7.0,6.84,No,Pro PUMA Shampoo
0,13,1.1,male,3258,3.5,Apple,-0.68,2799,No,summer,coastal,0.92,P09105,Sports,49.0,15.0,Card,3.0,4.33,Yes,Eco Apple Bicycle
13,16,2.7,non-binary,3527,3.1,Lee,-0.38,598,Yes,summer,plains,0.52,P09106,Beauty,43.0,9.0,Online,2.0,0.47,Yes,Super Lee Lotion
45,3,1.1,male,2256,3.4,PUMA,0.75,4732,Yes,summer,plains,0.36,P09107,Electronics,46.0,2.0,Card,8.0,9.39,Yes,Ultra PUMA Phone
17,9,2.0,female,784,2.3,Sony,-0.72,1863,No,winter,urban,0.2,P09108,Beauty,58.0,4.0,Cash,1.0,2.78,No,Mega Sony Shampoo
27,9,2.0,non-binary,4387,3.4,Nike,-0.38,4022,Yes,summer,coastal,0.61,P09109,Furniture,67.0,14.0,Cash,2.0,0.11,Yes,Super Nike Sofa
0,16,4.1,male,1165,2.8,Lee,0.63,3179,Yes,winter,plains,0.85,P09110,Furniture,63.0,14.0,Cash,5.0,2.63,No,Luxury Lee Chair
5,10,1.3,male,1536,4.1,Sony,0.8,865,Yes,spring,mountains,0.64,P09111,Furniture,40.0,11.0,Cash,6.0,7.83,No,Eco Sony Table
35,8,1.7,non-binary,1329,1.7,Adidas,-0.14,1997,Yes,summer,mountains,0.1,P09112,Food,52.0,10.0,Cash,7.0,5.52,Yes,Luxury Adidas Snack
39,2,3.5,female,1022,1.4,Samsung,0.75,1008,Yes,spring,coastal,0.08,P09113,Furniture,19.0,1.0,Cash,2.0,5.25,No,Super Samsung Bed
44,14,1.9,male,4318,3.3,Samsung,-0.54,3101,No,monsoon,plains,0.96,P09114,Electronics,21.0,14.0,Card,4.0,9.99,Yes,Luxury Samsung Phone
23,13,2.7,female,432,3.3,Nike,0.21,3063,Yes,winter,coastal,0.64,P09115,Sports,25.0,14.0,Cash,2.0,2.79,No,Luxury Nike Ball
39,14,3.6,non-binary,1250,3.9,Apple,0.88,498,Yes,spring,urban,1.0,P09116,Electronics,52.0,8.0,Card,1.0,4.85,Yes,Mega Apple Laptop
18,16,2.1,non-binary,4680,2.4,Sony,-0.71,1987,Yes,spring,urban,0.11,P09117,Electronics,19.0,19.0,Card,0.0,6.5,Yes,Mega Sony Phone
22,19,3.0,non-binary,956,2.3,Sony,0.17,1645,Yes,monsoon,coastal,0.9,P09118,Food,47.0,5.0,Card,4.0,7.0,Yes,Pro Sony Cereal
5,8,1.7,male,3689,1.7,Samsung,-0.19,977,No,winter,mountains,0.0,P09119,Health,42.0,11.0,Card,0.0,9.83,Yes,Luxury Samsung Vitamin
27,17,3.0,female,3867,4.2,Sony,-0.74,3766,No,summer,urban,0.42,P09120,Clothing,24.0,2.0,Online,1.0,3.97,No,Luxury Sony Sneakers
